Lough,RepresentativeMonitoringPoints,ShellfishSpecies,DateOfSampling ,DSP-OA+PTX160micrograms/kilograms,DSP-AZA160micrograms/kilograms,DSP-YTX3.75milligram/kilogram,PSP80micrograms/100grams,ASP20micrograms/grams,CurrentStatus,Comments
Belfast,"RMP2 - B3 - AFFNI50 - represents B4 AFFNI15, B7 AFFNI60A, B8 AFFNI37, B9 AFFNI 85, B10 AFFNI28, B11 AFFNI97, B2 AFFNI 51 and B6 AFFNI56A ",Mussels,2020-08-17,NEG,NEG,NEG,NT,NT,OPEN,
Belfast,"RMP2 - B3 - AFFNI50 - represents B4 AFFNI15, B7 AFFNI60A, B8 AFFNI37, B9 AFFNI 85, B10 AFFNI28, B11 AFFNI97, B2 AFFNI 51 and B6 AFFNI56A ",Mussels,2020-08-24,NEG,NEG,NEG,NT,NT,OPEN,
Belfast,"RMP2 - B3 - AFFNI50 - represents B4 AFFNI15, B7 AFFNI60A, B8 AFFNI37, B9 AFFNI 85, B10 AFFNI28, B11 AFFNI97, B2 AFFNI 51 and B6 AFFNI56A ",Mussels,2020-09-01,NEG,NEG,NEG,NT,NT,OPEN,
Belfast,"RMP2 - B3 - AFFNI50 - represents B4 AFFNI15, B7 AFFNI60A, B8 AFFNI37, B9 AFFNI 85, B10 AFFNI28, B11 AFFNI97, B2 AFFNI 51 and B6 AFFNI56A ",Mussels,2020-09-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP2 - B3 - AFFNI50 - represents B4 AFFNI15, B7 AFFNI60A, B8 AFFNI37, B9 AFFNI 85, B10 AFFNI28, B11 AFFNI97, B2 AFFNI 51 and B6 AFFNI56A ",Mussels,2020-10-05,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP2 - B3 - AFFNI50 - represents B4 AFFNI15, B7 AFFNI60A, B8 AFFNI37, B9 AFFNI 85, B10 AFFNI28, B11 AFFNI97, B2 AFFNI 51 and B6 AFFNI56A ",Mussels,2020-10-19,NEG,NEG,NEG,NT,NT,OPEN,
Belfast,"RMP2 - B3 - AFFNI50 - represents B4 AFFNI15, B7 AFFNI60A, B8 AFFNI37, B9 AFFNI 85, B10 AFFNI28, B11 AFFNI97, B2 AFFNI 51 and B6 AFFNI56A ",Mussels,2020-11-02,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-01-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-01-13,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-01-20,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-01-27,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-02-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-02-10,,,,,,OPEN,Samples rescheduled due to adverse weather conditions
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-02-12,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-02-17,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-02-24,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-03-02,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-03-09,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-03-16,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-03-23,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-03-30,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-04-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-04-20,NEG,NEG,NEG,NT,NT,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-05-04,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-06-01,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-06-15,NEG,NEG,NEG,NEG,NT,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-06-29,NEG,NEG,NEG,NEG,NT,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-07-06,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-07-15,NT,NT,NT,NT,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-07-20,NEG,NEG,NEG,NT,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-07-27,NT,NT,NT,NT,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-08-03,25,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-08-10,27,NEG,NEG,NT,NT,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-08-17,25,NEG,NEG,NT,NT,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-08-24,NEG,NEG,NEG,NT,NT,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-09-01,NEG,NEG,NEG,NT,NT,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-09-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-10-05,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-10-19,NEG,NEG,NEG,NT,NT,OPEN,
Belfast,"RMP3 - B12 - AFFNI54 - represents B14 AFFNI9, B8 AFFNI37, B11 AFFNI97 and B24 AFFNI56B",Mussels,2020-11-02,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-01-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-01-13,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-01-20,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-01-27,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-02-03,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-02-10,,,,,,OPEN,Samples rescheduled due to adverse weather conditions
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-02-12,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-02-17,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-02-24,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-03-02,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-03-09,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-03-16,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-03-23,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-03-30,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-04-07,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-04-20,NEG,NEG,NEG,NT,NT,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-05-04,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-06-01,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-06-15,22,NEG,NEG,NEG,NT,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-06-29,19,NEG,NEG,NEG,NT,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-07-06,17,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-07-15,NT,NT,NT,NT,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-07-20,NEG,NEG,NEG,NT,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-07-27,NT,NT,NT,NT,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-08-03,18,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-08-10,NEG,NEG,NEG,NT,NT,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-10-05,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI53,Mussels,2020-11-02,NEG,NEG,NEG,NEG,<0.3,OPEN,
Belfast,RMP4 - B20 - AFFNI54,Mussels,2020-08-17,23,NEG,NEG,NT,NT,OPEN,
Belfast,RMP4 - B20 - AFFNI54,Mussels,2020-08-24,NEG,NEG,NEG,NT,NT,OPEN,
